Time,1980-2020-WRF-DIST,SSP545-COOL-FAR,SSP545-HOT-FAR,SSP585-COOL-FAR,SSP585-HOT-FAR
16/12/1984,382.0421141,330.4423679,377.6580423,320.2663076,374.0039471
17/12/1984,337.7452928,301.3986838,340.296277,295.9507903,335.4214466
18/12/1984,305.7445411,275.1749094,305.2201613,271.8208899,298.1996633
19/12/1984,293.4698941,263.4290731,283.1634081,255.869105,276.7420703
20/12/1984,394.0761306,443.4046183,428.5674174,343.9572105,378.6699289
21/12/1984,388.7386941,466.594841,517.388475,421.7923345,449.5761296
22/12/1984,661.027211,739.9247484,828.6793899,706.0086884,840.8414646
23/12/1984,891.0936243,939.584778,1089.889568,919.6889481,1220.79419
24/12/1984,812.2935734,792.1708315,914.5715033,821.8533284,1026.547438
25/12/1984,654.164771,604.7053694,687.40999,612.9335216,758.5110021
26/12/1984,552.876497,485.5116988,577.9538151,505.185616,600.6015221
27/12/1984,469.0900239,423.5761939,544.6608521,460.769464,616.2931651
28/12/1984,542.2165305,660.9183691,1147.08891,906.1964045,1158.418586
29/12/1984,602.9726649,628.3759554,872.5128555,768.339567,850.6165989
30/12/1984,814.0894675,727.539838,791.0410408,747.9941903,722.6474154
31/12/1984,716.5128588,663.5208021,662.0158905,628.6732075,590.6562786
01/01/1985,656.6913438,571.9101218,569.339686,577.1005869,513.9954939
02/01/1985,581.0682218,500.0201974,508.169601,542.2198618,498.3361426
03/01/1985,755.3438423,551.9224379,528.1973168,572.1708938,568.6441924
04/01/1985,588.3409633,460.4222694,433.4909043,463.5736751,453.0151033
05/01/1985,626.6529015,488.0281904,541.8525378,571.6961206,545.3527276
06/01/1985,674.467343,566.0151425,616.728258,756.9802061,647.335262
07/01/1985,535.3705606,476.6330634,445.6813735,545.0152506,472.3229061
08/01/1985,438.7532861,391.4891569,379.0866443,443.5603618,394.9358458
09/01/1985,392.718701,357.4656988,345.2101233,395.8509331,353.7126269
10/01/1985,358.844238,340.2025528,327.0641319,367.113397,331.197515
11/01/1985,322.2646484,312.5606141,313.2820069,346.6286383,321.0007435
12/01/1985,296.9987526,294.760398,314.9720506,326.6090495,334.5985663
13/01/1985,282.1765876,282.1794845,290.2884828,312.7138033,306.1483928
14/01/1985,265.2295934,262.9938655,264.2711976,281.278381,274.8023255
15/01/1985,256.9613614,252.291609,250.4362794,264.1727155,257.0968964
16/01/1985,243.9760854,245.4272016,239.5359475,251.2009778,246.7294223
17/01/1985,250.9263098,260.2153186,256.9892109,269.2122368,273.491272
18/01/1985,286.0450974,382.2959349,378.584162,405.5921306,398.5406459
19/01/1985,235.0549294,298.0843859,294.2631371,318.7142781,322.3277905
20/01/1985,229.2765519,269.92622,264.6011243,282.8660969,290.0549411
21/01/1985,210.2985274,237.166457,236.8923824,248.5240099,254.7577888
22/01/1985,200.3182444,219.6036646,219.6072954,228.0250585,230.3514315
23/01/1985,193.1461625,209.2778633,208.064885,216.1238514,216.7479331
24/01/1985,188.3398866,200.5451736,200.3448848,206.718556,206.4948514
25/01/1985,198.6803634,203.6575213,199.9511638,203.3594143,204.2619244
26/01/1985,225.9480675,349.7317273,349.6171945,385.8602748,348.9524484
27/01/1985,191.134163,389.46177,329.9498799,389.5711396,331.7418594
28/01/1985,177.4700896,254.5975911,238.8268123,260.5549495,244.3768763
29/01/1985,171.199005,223.865629,215.6249726,229.8712195,220.5254399
30/01/1985,166.6963851,207.1280394,202.3506214,213.3433921,207.1617761
31/01/1985,171.3953379,206.3862696,215.1000586,217.0872529,218.576555
01/02/1985,229.1439183,335.1568926,378.1206566,363.664623,410.5899785
02/02/1985,413.0329489,601.6721551,620.0609855,615.8139609,693.497548
03/02/1985,355.53715,725.2997864,735.8451059,820.3734496,832.8571139
04/02/1985,245.4559936,497.8836094,512.4196086,539.8151308,608.731092
05/02/1985,210.7079983,363.9708809,374.6129356,387.672144,442.3407699
06/02/1985,216.6685886,365.7558903,343.2149283,379.929791,405.7888645
07/02/1985,192.2953686,330.079575,302.8505288,316.5095168,353.313128
08/02/1985,177.2155521,265.0988634,264.4468999,272.2345345,311.4763934
09/02/1985,169.0230783,239.2917143,239.4854055,246.5179281,272.1469738
10/02/1985,163.2420781,222.5755604,222.761882,228.9175694,248.1316471
11/02/1985,158.8265976,211.248454,212.2080723,217.1992998,233.3715096
12/02/1985,228.985111,251.9435084,251.4082961,253.6622055,252.2986691
13/02/1985,1771.062473,1686.195611,1500.722943,1544.93642,1388.658019
14/02/1985,1497.818212,1778.069907,1611.146683,1617.847164,1552.487718
15/02/1985,1025.070306,1290.730863,1197.037126,1191.523106,1202.261688
16/02/1985,710.7461125,879.2271561,831.9044246,821.3466225,850.253927
17/02/1985,555.1380353,674.5827725,643.6783688,634.3506375,657.2576424
18/02/1985,454.1581556,546.8342654,524.0130018,517.2288234,534.0383209
19/02/1985,383.4728931,458.5869155,442.8645595,436.838742,450.9296666
20/02/1985,334.2416989,394.7069861,381.4587518,377.2400798,387.1921713
21/02/1985,298.0829811,349.4246299,338.822979,335.4987155,344.8671656
22/02/1985,272.2691376,319.3827184,309.2019721,307.9910381,316.4765138
23/02/1985,307.414899,346.3181756,305.4393884,321.0305574,319.4034258
24/02/1985,496.0232324,503.6996593,377.8008354,432.0084169,381.1113594
25/02/1985,694.6830334,665.2767509,454.8816648,544.2324863,420.651988
26/02/1985,860.0961295,717.5551859,467.4902839,577.2802624,410.9606853
27/02/1985,795.6166599,657.595163,447.7501986,546.3507036,413.5048448
28/02/1985,653.6541051,549.1211998,385.0415043,467.721086,358.6135095
01/03/1985,579.1125335,491.8192948,341.9733669,415.1927665,318.7516098
02/03/1985,470.2010589,419.4243229,299.2746443,358.9908643,279.7505388
03/03/1985,402.7014849,354.7919375,259.8799343,304.2134525,244.2268484
04/03/1985,363.0996649,316.3292935,235.2714804,269.9160733,225.7008623
05/03/1985,376.7317945,328.6804534,261.5030758,268.6586653,282.6235249
06/03/1985,548.2271241,481.5462299,344.6591806,378.0515146,439.5273035
07/03/1985,519.5460183,468.494222,385.1611181,408.5322996,435.2569059
08/03/1985,417.2318468,393.8420963,324.2653251,343.1115671,358.1184765
09/03/1985,415.3586206,441.2596424,349.4029151,366.6800716,384.1924423
10/03/1985,446.73588,518.7634951,427.14742,439.5548123,467.1099656
11/03/1985,378.6490256,428.9472933,356.9743378,371.5514413,384.8313526
12/03/1985,617.3950178,652.8846326,469.7596093,505.1906986,567.2905128
13/03/1985,1057.945539,891.0261713,714.1314343,798.203455,725.1020705
14/03/1985,916.2085204,842.2055328,582.4181719,710.8817715,613.7794485
15/03/1985,700.3146981,690.3135666,474.2987093,573.5896221,495.7565034
16/03/1985,556.1326763,541.4834324,380.1202769,453.8682665,396.8848346
17/03/1985,458.3004711,445.227112,324.9827354,379.018228,337.9970099
18/03/1985,388.100972,375.2519836,284.4840404,323.6979974,294.8970671
19/03/1985,340.4872249,325.4612184,256.8221251,283.4350251,265.4157439
20/03/1985,306.6946606,295.0727658,238.4279301,258.5570579,247.461047
21/03/1985,284.1813699,291.4544076,221.6918321,253.9863796,235.9738323
22/03/1985,265.3030268,274.5200373,205.2796319,235.9864766,217.5226081
23/03/1985,409.277455,600.2264233,395.3002061,345.0291394,490.1695309
24/03/1985,1024.031685,1477.173854,678.0715243,730.7003413,1192.646212
25/03/1985,1192.89844,1310.5415,698.277665,763.3194366,1081.924283
26/03/1985,878.76067,880.005187,468.8254991,551.7385301,801.9122484
27/03/1985,626.9959198,635.1318986,356.0115736,408.4851378,555.4854105
28/03/1985,514.0117413,521.9938303,303.2456341,343.8019996,444.7711808
29/03/1985,557.7268796,638.851506,308.0200846,352.2293064,399.133577
30/03/1985,687.9984454,690.8683611,344.7563543,371.5043443,435.1156838
31/03/1985,969.8211395,844.7085205,459.3540713,512.1345646,671.5219455
01/04/1985,1414.40887,1543.372353,1111.585766,1184.599514,1664.259549
02/04/1985,1709.300462,1781.268219,1453.298887,1409.794107,1785.386734
03/04/1985,1326.690964,1374.564017,1127.030275,1012.761916,1241.183817
04/04/1985,969.8798219,1081.218497,838.4202518,795.5666788,987.612766
05/04/1985,836.0722449,972.7144461,712.9565095,680.1780651,770.5199833
06/04/1985,710.1138574,795.3365463,591.1550278,559.6908474,609.7512545
07/04/1985,700.5846845,676.2656499,471.3970091,452.8024808,498.1996086
08/04/1985,671.8586835,618.7633264,474.3977068,438.8992809,464.726717
09/04/1985,574.752755,570.5488325,436.8433909,409.451202,390.7868769
10/04/1985,492.5003124,460.725715,333.7006708,324.1900853,313.7906896
11/04/1985,399.7863828,374.2427778,282.4118943,273.0248206,275.318755
12/04/1985,380.2403999,358.8646284,283.854154,264.4708529,266.9927164
13/04/1985,322.459967,319.8443788,259.8735194,244.1429274,249.8414983
14/04/1985,263.426304,258.3676254,212.56042,199.2635386,207.3825533
15/04/1985,238.3343394,231.8286474,202.4250519,186.5336676,198.8493271
16/04/1985,236.0318998,218.0746381,188.085205,173.7041341,184.3800863
17/04/1985,237.7387431,206.1354765,184.9374865,165.953657,203.0468245
18/04/1985,205.113861,191.2588644,164.1682396,154.1408873,174.8969053
19/04/1985,180.1968988,168.5542684,145.5376949,136.807704,149.0167871
20/04/1985,186.9367384,160.5285249,136.035519,126.8631763,133.5359858
21/04/1985,290.0644288,222.2819746,181.9867821,163.6231178,146.0536435
22/04/1985,334.5782155,226.2642166,178.741379,165.5134269,134.4326136
23/04/1985,280.6472569,178.1311504,145.8050174,135.2337804,122.3399531
24/04/1985,294.2322109,161.0352306,136.528846,119.642871,117.7374833
25/04/1985,295.0039279,154.4094193,142.5590164,110.7646454,119.503214
26/04/1985,260.4643633,260.6538666,273.601379,129.3087394,140.6156585
27/04/1985,219.8875554,196.6554684,168.7396618,117.9179743,126.0882528
28/04/1985,171.5870238,143.8459188,125.4981953,96.890994,104.1435469
29/04/1985,147.218009,124.3014431,109.2848794,88.10385525,92.67530988
30/04/1985,131.4847226,112.7631005,99.77513738,82.41851763,86.09639338
01/05/1985,119.9352194,104.9864435,93.23173925,78.56386363,81.70585863
02/05/1985,155.7572858,163.2177303,121.6876656,127.3405171,105.5549171
03/05/1985,1119.499723,1107.30568,1204.402545,1114.930202,1218.599177
04/05/1985,1909.696636,1558.268993,1674.868481,1676.313582,1892.846401
05/05/1985,1062.702366,777.8016754,829.770297,815.080708,940.9093496
06/05/1985,659.4232613,493.327678,528.1463035,510.6800653,598.6053384
07/05/1985,558.5792746,409.923251,444.4768964,445.3793886,517.9633136
08/05/1985,534.0542134,386.1734233,481.8655951,486.3204789,492.2505381
09/05/1985,396.2268579,289.3263899,349.4826229,339.2671314,345.5091833
10/05/1985,308.9146641,229.6205271,261.9807114,252.722681,266.3942496
11/05/1985,254.0247008,193.4453674,215.3657566,205.5371181,219.7450833
12/05/1985,219.3584806,173.8589544,185.9501444,177.3817881,191.716859
13/05/1985,266.4386153,258.805755,228.0265354,220.2398051,185.0918325
14/05/1985,303.8786433,361.2103608,277.9233198,269.1005444,195.177293
15/05/1985,228.5357523,265.7563988,213.7306943,222.6897135,171.2596684
16/05/1985,179.7939179,189.7967683,161.8516241,162.7301479,142.3389908
17/05/1985,179.6417098,249.1275204,192.0531501,190.5698529,171.5361603
18/05/1985,367.9721941,1152.789982,459.0001141,685.0349835,936.2163984
19/05/1985,542.4558281,1556.91042,673.4562103,831.8706773,765.8163619
20/05/1985,363.193453,1103.642816,457.0722779,640.1075009,508.66589
21/05/1985,248.6887433,704.4633875,300.0396353,414.0518354,323.293678
22/05/1985,300.2075871,627.0912276,312.1344359,471.7966959,367.7827965
23/05/1985,268.1840464,544.2154926,258.2919558,401.682807,303.5958828
24/05/1985,282.5669844,695.4429124,281.4391295,625.6263548,251.8069765
25/05/1985,202.8035943,382.6073,182.6595624,318.7181516,194.7625018
26/05/1985,162.760047,288.9066346,152.8908836,238.40805,163.7756733
27/05/1985,142.6857574,244.000911,139.7514435,208.6838496,148.931076
28/05/1985,167.6374746,263.5518628,159.0137904,200.7465813,153.3687918
29/05/1985,1163.769827,1410.957713,1168.544507,1512.419442,1441.287356
30/05/1985,614.5332859,1444.245224,1056.067455,1839.2892,1180.747965
31/05/1985,349.2204021,824.809544,546.2751866,979.4067929,585.9848079
01/06/1985,311.387166,732.5051074,418.2805151,897.6663026,440.2202078
02/06/1985,267.3074999,572.5723883,395.0347771,650.2102318,351.4856493
03/06/1985,207.4958788,435.2896543,323.3183568,466.408613,275.2403968
04/06/1985,185.646126,333.9753091,251.0221708,362.9144131,227.1303156
05/06/1985,330.8934733,614.5788094,510.6039236,379.5888536,474.6417369
06/06/1985,1076.293476,1736.85551,1064.391828,1290.35194,1292.092902
07/06/1985,578.0509048,880.8675225,557.6819826,914.7349891,612.1842384
08/06/1985,385.317394,582.4234124,431.2433071,592.0084276,465.913045
09/06/1985,341.5303473,858.1109138,421.956267,606.7735038,792.4591428
10/06/1985,320.0174356,844.1648818,587.6818665,619.2665024,1258.746514
11/06/1985,408.3165361,624.1673811,685.4378504,459.1923164,877.9799753
12/06/1985,330.9197825,531.8956,567.5312546,405.0443554,573.4942458
13/06/1985,405.5158224,870.7984034,682.7121214,871.274229,763.965773
14/06/1985,500.152275,1015.753244,739.3605811,1129.453064,777.4953741
15/06/1985,360.0436841,775.2370455,520.5941939,733.607698,528.8282021
16/06/1985,350.2148514,577.7417845,580.8116835,538.6459729,430.0528395
17/06/1985,537.5711834,598.9220256,871.7242499,587.7288403,492.9870535
18/06/1985,476.9777351,620.5476668,776.8606766,590.2125849,562.7562846
19/06/1985,352.4767935,602.6105429,665.0343543,579.9463193,653.3124075
20/06/1985,253.1715698,520.886884,523.5906475,562.5906891,702.2874685
21/06/1985,220.6072953,414.658165,424.4187046,426.8482638,508.9141348
22/06/1985,190.2146658,331.6048294,317.1036246,330.3860921,357.6312551
23/06/1985,165.315184,274.8273246,289.9057106,291.6444551,284.451978
24/06/1985,225.4415383,311.5714029,280.3106595,412.4088563,332.0190891
25/06/1985,195.6470115,245.5671666,232.9365755,345.5469693,285.2496275
26/06/1985,145.6654653,189.1998025,183.3963739,244.6557298,210.3267488
27/06/1985,118.6001179,157.4952808,151.2457583,191.4009705,168.5239468
28/06/1985,110.26728,151.9006396,145.253148,175.4261093,167.9733946
29/06/1985,176.2521766,253.6484519,311.6217674,332.2196919,409.9874599
30/06/1985,199.6304036,421.514617,526.7402273,465.2050523,693.0687106
01/07/1985,202.7088176,517.5287714,568.0972831,560.0753185,717.2636944
02/07/1985,147.8292475,355.0762894,395.3799114,393.3819949,478.1327801
03/07/1985,161.6665733,290.204842,316.3999456,345.8342884,414.0602381
04/07/1985,129.8106181,275.6460864,258.4870383,499.5601935,368.9071691
05/07/1985,125.5946038,257.2955353,225.6917096,453.5445569,321.0759169
06/07/1985,140.1987216,247.0320053,196.7907274,430.3648528,296.6683629
07/07/1985,195.2451324,319.807612,267.2201149,630.3137861,392.3272443
08/07/1985,196.6181258,367.7099358,270.9192008,613.2970748,302.820046
09/07/1985,452.9254193,588.0022639,454.5104399,496.956531,303.1370928
10/07/1985,365.6667381,542.3819265,374.572496,476.8094683,358.3723048
11/07/1985,311.1574211,441.448743,329.3675166,547.5197641,302.6754746
12/07/1985,319.9518683,342.315669,371.0673574,531.9719675,287.881173
13/07/1985,249.8000186,349.5827916,273.1343884,473.5606551,289.0802165
14/07/1985,194.9739176,349.0387575,228.3263578,948.4857644,238.4916751
15/07/1985,175.7119313,443.0100416,258.7529461,1127.743449,326.3435979
16/07/1985,392.6127219,947.0421356,325.1181004,1326.347682,767.5472656
17/07/1985,966.1272516,1208.911286,334.5734039,1390.693305,541.1167689
18/07/1985,485.892779,852.2878113,213.9603329,830.4287774,290.4984743
19/07/1985,303.7771165,549.0984705,162.9667559,568.3953863,219.1483129
20/07/1985,230.4536776,402.9737343,140.3011059,431.430505,182.6222728
21/07/1985,186.8198954,311.4306549,125.2300849,343.8968718,159.2264676
22/07/1985,161.0454985,269.271079,144.5758491,299.5752823,146.9917154
23/07/1985,171.7427585,275.211113,169.4419245,298.951466,150.5181816
24/07/1985,175.4129836,229.3262335,121.7549228,237.5703656,136.7403234
25/07/1985,131.6771136,178.7265551,103.3602943,196.7811373,117.1736268
26/07/1985,161.3837806,406.8860985,223.3063773,322.025809,131.999332
27/07/1985,455.0240421,1624.518764,1782.123228,965.5653005,479.9145588
28/07/1985,446.2116523,1266.842974,1395.142029,705.3494876,699.4877339
29/07/1985,305.3982354,723.0276885,666.3059278,403.6670568,389.4595401
30/07/1985,203.156832,497.2396791,456.0185984,304.2819536,283.8511859
31/07/1985,167.811644,384.154276,357.683216,258.2626378,226.2203911
01/08/1985,425.8805383,851.2623915,923.7145856,2315.526265,695.0220121
02/08/1985,761.4194255,1747.883924,1087.096949,2062.627986,927.3158076
03/08/1985,606.4415365,1389.071089,852.8060283,1151.61731,520.7729728
04/08/1985,371.2451344,865.0251086,536.0008883,781.6277949,377.5678946
05/08/1985,278.5323038,619.3235348,402.1482933,585.9434288,298.8841554
06/08/1985,223.2616934,472.2855055,321.8129365,457.8561055,245.75873
07/08/1985,183.8458933,375.2519186,265.3698348,372.5955216,209.4403759
08/08/1985,204.5253073,354.6818588,274.4149141,351.4215068,271.231348
09/08/1985,311.4128164,510.3894015,468.8979629,445.8529216,446.4612369
10/08/1985,317.0196674,626.877324,429.9353616,394.0017218,312.7025131
11/08/1985,212.4526564,458.5261484,294.3961778,289.6920114,226.4205395
12/08/1985,180.274344,347.7885113,235.3732345,248.6975101,191.0455043
13/08/1985,151.163215,286.1392081,199.9067623,210.078651,162.5175418
14/08/1985,129.1115433,236.7064709,172.5575131,185.2734828,144.895526
15/08/1985,129.3157868,202.1177241,156.8693443,168.8020089,134.7933239
16/08/1985,142.0084879,225.620716,177.427072,204.2909174,131.5365061
17/08/1985,175.890807,196.3142093,286.62233,261.3575918,224.2440985
18/08/1985,150.9828038,168.1616468,228.8908488,207.6078495,233.6921585
19/08/1985,143.7094123,171.4556369,200.9183326,200.7303333,190.9298635
20/08/1985,123.6003855,156.5854751,189.8568584,277.4004406,149.2383998
21/08/1985,122.0270913,148.1862761,154.6556656,210.0801035,139.1604295
22/08/1985,100.7557474,139.3733824,136.2206638,170.3704979,125.1670381
23/08/1985,85.969919,118.7892179,118.2111463,140.0860124,105.7189168
24/08/1985,79.92465438,110.3367471,108.5146291,126.1200948,97.99592438
25/08/1985,87.344086,115.8111754,108.245613,146.7571581,93.58990275
26/08/1985,371.2255271,476.2519009,567.6859218,848.9513791,286.1192333
27/08/1985,505.6842825,1043.28321,880.4069191,939.126115,315.9163951
28/08/1985,349.5164776,734.3860334,732.049115,582.8687826,235.157539
29/08/1985,218.5842725,434.6563718,425.3719125,383.8540723,159.153363
30/08/1985,169.8720136,328.2355416,317.1910956,305.7512214,140.0037999
31/08/1985,256.5093359,314.3303186,571.2208413,355.8774355,255.7262626
01/09/1985,244.797514,302.9848335,697.9495263,283.6377673,176.637483
02/09/1985,177.8058859,235.342812,534.7292864,224.1592155,131.8406383
03/09/1985,149.3332844,192.4457156,365.5390258,184.664862,113.1459615
04/09/1985,131.807393,167.2962413,280.0981041,160.5269281,101.8139714
05/09/1985,110.3423088,145.8079649,224.3207705,141.0925178,92.82742225
06/09/1985,108.9274845,131.8144535,185.8238336,126.7245103,85.64634175
07/09/1985,135.51734,135.0336465,161.100778,129.0693111,80.08562563
08/09/1985,170.7025139,123.1152618,147.8102889,142.3156561,79.45948025
09/09/1985,162.6503101,135.4708791,662.0432395,140.0158375,129.236202
10/09/1985,409.7155319,521.0705133,994.5274095,206.7056073,238.3177703
11/09/1985,478.9654733,553.6267019,563.7016963,193.7724311,144.4306106
12/09/1985,284.2759491,463.6434791,374.7138351,171.9322544,108.9696859
13/09/1985,196.1868148,329.0462295,275.9752556,130.7278988,93.27237113
14/09/1985,157.9680785,239.4512865,219.9560689,110.328863,83.76692375
15/09/1985,136.1242205,196.5733493,186.7711575,100.9816193,78.12382288
16/09/1985,122.1546114,169.5094315,165.1817423,95.71841213,74.8410435
17/09/1985,110.804422,149.424454,148.3052719,90.73236638,72.32861513
18/09/1985,104.3243801,136.6845324,135.5535111,87.43265413,70.35233638
19/09/1985,97.72108788,126.155401,125.5491939,84.32807088,68.32781475
20/09/1985,90.7111185,116.6562265,116.9652056,80.7957275,65.84212425
21/09/1985,86.46646125,110.7214076,110.4005923,78.89294488,64.45563063
22/09/1985,82.65159688,105.0297663,105.5414839,76.4480595,62.86549925
23/09/1985,78.81020075,100.4059196,99.31939775,129.616498,60.03503788
24/09/1985,95.47206438,96.30664238,97.976108,124.5949746,60.19913763
25/09/1985,109.882091,96.34368913,268.8123579,203.2628445,151.5205289
26/09/1985,104.654812,93.28555538,429.860925,187.3984121,311.8900985
27/09/1985,561.3176996,629.1527778,589.6285696,685.722111,694.648058
28/09/1985,2996.531189,4101.954863,2346.119514,4159.54907,4405.894526
29/09/1985,2495.377186,4100.257301,2407.725855,3475.70917,3913.127537
30/09/1985,1585.218253,2724.589111,1700.949236,2124.861087,2513.323563
01/10/1985,1031.154375,1724.076523,1097.610048,1371.550547,1579.970676
02/10/1985,750.9952748,1206.493559,787.9301901,980.8821811,1102.012009
03/10/1985,596.4096008,932.4870015,644.2148191,861.5992886,945.3222683
04/10/1985,689.6535936,1027.076604,628.888662,1160.778038,2042.668021
05/10/1985,714.8315195,1003.409974,567.4808399,940.3247291,1594.495614
06/10/1985,745.7251593,982.600204,649.3580153,957.1949633,1218.591194
07/10/1985,549.6856151,780.1604495,494.6181296,924.6159548,856.4224808
08/10/1985,425.6526075,602.9172258,380.8813573,669.34289,649.5272413
09/10/1985,346.1562054,476.1847378,309.4483016,502.9813975,511.3942676
10/10/1985,293.0787099,395.9717665,265.1627664,410.3386605,419.8132264
11/10/1985,252.1209843,338.1040579,234.4296821,344.4212403,349.9433334
12/10/1985,223.2381054,295.7797403,214.1775265,302.5931196,302.9828399
13/10/1985,235.2563898,340.0366344,243.2597319,326.247369,270.920287
14/10/1985,294.4046114,501.0082121,245.2933283,443.6554886,247.6491343
15/10/1985,483.9361354,571.1953503,228.1810889,384.4967179,224.5271978
16/10/1985,666.7074099,801.0217161,307.041013,583.2204093,219.6342184
17/10/1985,655.0197421,698.0739358,404.6486798,546.3262665,214.8191433
18/10/1985,471.2532523,519.9394828,307.3485963,387.8161408,190.0166239
19/10/1985,354.4544518,406.2295286,237.2554373,307.5015094,172.9593341
20/10/1985,307.2824514,344.6628895,212.6521644,304.0371119,177.5301563
21/10/1985,334.7866579,337.5187184,271.6424613,321.7342795,233.7792923
22/10/1985,289.4539501,288.7503043,247.1004859,261.5989619,204.9675574
23/10/1985,240.3620695,253.1267256,206.5950339,223.8057726,181.8382901
24/10/1985,208.8421568,226.7273234,175.0996101,199.9016915,157.8865763
25/10/1985,188.6945614,240.141932,247.6985748,195.1602833,156.4896898
26/10/1985,183.4683468,250.1585115,293.6277578,259.5834778,173.1269433
27/10/1985,169.1107656,216.864234,246.102708,254.3331116,158.9130475
28/10/1985,148.198364,185.2880743,185.9272893,196.7699636,130.0902934
29/10/1985,135.9916098,168.4863931,157.7838193,169.5067184,117.9064504
30/10/1985,133.568472,163.4557024,147.4990834,159.7488801,116.2290946
31/10/1985,129.8056354,165.4797865,139.0731491,152.5217884,118.9956081
01/11/1985,126.5220925,196.8343861,132.5707803,163.5475719,132.6075573
02/11/1985,121.8247054,165.4764388,123.973334,144.2628079,113.9028464
03/11/1985,120.5393918,155.0271125,120.4618818,137.9812798,110.5117818
04/11/1985,123.2519968,150.149377,116.773803,159.4381848,110.2656725
05/11/1985,420.7065015,371.0268966,232.8517805,442.5450921,336.5993016
06/11/1985,882.679018,845.8878856,523.0148609,836.3146329,640.427805
07/11/1985,707.3619684,700.7648008,406.4846098,966.6422413,443.0375151
08/11/1985,467.5707713,491.1572901,324.6390708,658.212007,334.6749555
09/11/1985,365.1281755,441.004967,288.9446061,507.6081743,283.7398458
10/11/1985,307.182982,369.0088326,228.9357854,405.0899991,225.6785275
11/11/1985,272.5021369,317.2937088,253.6657844,352.5822148,199.8289834
12/11/1985,379.1956866,551.9012854,617.0449833,519.2124875,390.3539765
13/11/1985,554.2077108,808.1574394,598.4176788,653.2264663,520.3978383
14/11/1985,423.697892,642.2766649,406.7117405,506.2691513,364.0524316
15/11/1985,713.817793,739.886056,453.326199,512.8839626,332.8194714
16/11/1985,871.4802738,971.6663174,678.5742448,692.2768619,423.8368084
17/11/1985,1378.922451,1472.970811,1161.834639,1177.842817,764.9936518
18/11/1985,1716.600564,1592.038348,1173.237028,1285.886132,731.7197899
19/11/1985,1331.104542,1305.416,958.1755431,1056.576252,550.0790031
20/11/1985,943.5924031,930.3617771,694.6057534,763.2439641,416.5908009
21/11/1985,718.7804898,711.4082646,543.9437306,590.1715803,343.0924401
22/11/1985,659.2720138,624.1062456,493.8936106,536.0826656,384.5905801
23/11/1985,1076.32195,957.9923165,1214.222173,1152.217028,871.0377974
24/11/1985,658.8389576,755.3260429,1035.948825,762.7654673,553.3961594
25/11/1985,511.5323405,576.2734066,720.5112053,555.9425166,394.3793928
26/11/1985,448.8852078,525.108423,775.7362954,552.6591688,499.0711254
27/11/1985,604.4756151,1000.061526,1428.871667,1014.758134,1041.271685
28/11/1985,1029.127349,1433.098056,1562.417898,1218.032991,1385.73069
29/11/1985,1347.282386,1757.134646,1790.242666,1539.182362,1810.197499
30/11/1985,1148.240809,1591.085081,1678.095202,1517.319058,2076.39789
01/12/1985,971.175486,1244.214308,1371.716609,1213.88968,1460.14955
02/12/1985,748.0304904,943.3975614,999.9478361,908.4939169,1061.204466
03/12/1985,682.2967144,811.9014338,804.6601085,760.8180721,903.2713289
04/12/1985,609.7803891,692.4090303,663.2295986,636.1319846,746.6760534
05/12/1985,505.2794105,565.2496379,547.4051414,521.9959315,599.3684905
06/12/1985,466.720059,495.608548,508.7404738,468.0783824,546.1412556
07/12/1985,474.8686728,448.7925164,532.8465073,472.2815311,588.1886824
08/12/1985,416.8119664,415.2296931,504.0128364,436.156082,538.8483129
09/12/1985,357.3657328,367.107764,419.7879631,375.0064965,442.5232163
10/12/1985,322.3428279,333.6526085,368.0365344,336.2068618,386.4440071
11/12/1985,307.6900225,315.6078503,350.1531546,314.9550313,365.8668546
12/12/1985,548.947044,456.7152455,560.5249815,440.06411,611.5581338
13/12/1985,875.4178028,830.2462279,980.8712511,758.348935,1052.655376
14/12/1985,1133.005004,1177.588121,1374.849071,1191.300343,1396.8085
15/12/1985,1004.542114,995.1281581,1184.493495,1004.010421,1113.71043
16/12/1985,790.6520854,770.5919689,912.431262,764.1782211,856.5164711
17/12/1985,602.2577443,606.1514158,701.5697561,599.0921963,665.1140853
18/12/1985,496.8191019,504.6258191,579.7382499,500.9504761,558.292455
19/12/1985,423.4920911,435.8887216,495.2439056,435.6419991,487.5153366
20/12/1985,371.041847,382.4053524,425.9071664,380.7650395,424.5893429
21/12/1985,336.5128063,350.9119754,388.5510561,349.356886,377.186238
22/12/1985,308.7430164,318.3223941,344.8930489,315.3877204,337.9648149
23/12/1985,286.29426,296.1969435,315.8476953,294.4113879,311.5285596
24/12/1985,269.5313913,282.2218479,308.8639819,283.3415689,314.7328128
25/12/1985,297.8694545,315.4383216,367.6564886,313.3130685,392.9069806
26/12/1985,347.1637323,469.3445908,558.1819293,475.9928994,630.9970605
27/12/1985,274.2900933,378.7172586,482.1974168,410.6031804,562.7503383
28/12/1985,254.2969886,314.2191961,379.858022,330.6264009,429.0952238
29/12/1985,240.6842139,284.2762108,329.3505994,293.6515886,361.8802526
30/12/1985,226.2917123,262.6057033,296.4258879,268.2424014,320.8247145
31/12/1985,216.1864533,245.5828016,272.3812375,249.6713639,292.0126131
01/01/1986,255.887865,259.0816574,291.5974276,242.6335428,280.8927451
